left_x0,left_y0,left_z0,left_x1,left_y1,left_z1,left_x2,left_y2,left_z2,left_x3,left_y3,left_z3,left_x4,left_y4,left_z4,left_x5,left_y5,left_z5,left_x6,left_y6,left_z6,left_x7,left_y7,left_z7,left_x8,left_y8,left_z8,left_x9,left_y9,left_z9,left_x10,left_y10,left_z10,left_x11,left_y11,left_z11,left_x12,left_y12,left_z12,left_x13,left_y13,left_z13,left_x14,left_y14,left_z14,left_x15,left_y15,left_z15,left_x16,left_y16,left_z16,left_x17,left_y17,left_z17,left_x18,left_y18,left_z18,left_x19,left_y19,left_z19,left_x20,left_y20,left_z20,right_x0,right_y0,right_z0,right_x1,right_y1,right_z1,right_x2,right_y2,right_z2,right_x3,right_y3,right_z3,right_x4,right_y4,right_z4,right_x5,right_y5,right_z5,right_x6,right_y6,right_z6,right_x7,right_y7,right_z7,right_x8,right_y8,right_z8,right_x9,right_y9,right_z9,right_x10,right_y10,right_z10,right_x11,right_y11,right_z11,right_x12,right_y12,right_z12,right_x13,right_y13,right_z13,right_x14,right_y14,right_z14,right_x15,right_y15,right_z15,right_x16,right_y16,right_z16,right_x17,right_y17,right_z17,right_x18,right_y18,right_z18,right_x19,right_y19,right_z19,right_x20,right_y20,right_z20,label
0.2651636004447937,0.5689631700515747,-1.7224279247329832e-07,0.2691218852996826,0.5006016492843628,-0.005424970760941505,0.2828776240348816,0.44069498777389526,-0.013181145302951336,0.3009513318538666,0.3927100896835327,-0.020342964679002762,0.31200742721557617,0.3529972434043884,-0.025059321895241737,0.32556527853012085,0.4423559904098511,-0.014425829984247684,0.3570627272129059,0.47079429030418396,-0.017200781032443047,0.34776633977890015,0.49421921372413635,-0.01550212875008583,0.3332798182964325,0.5002033710479736,-0.014426873996853828,0.33691105246543884,0.47841620445251465,-0.01704157330095768,0.36147192120552063,0.5054314136505127,-0.018509719520807266,0.34902483224868774,0.5246059894561768,-0.017065543681383133,0.33507075905799866,0.5286182165145874,-0.017535757273435593,0.34234270453453064,0.5205385088920593,-0.0194602832198143,0.36617767810821533,0.5403483510017395,-0.022169776260852814,0.3535368740558624,0.5538499355316162,-0.018487200140953064,0.33917999267578125,0.5563802719116211,-0.016982894390821457,0.3444412350654602,0.5668153166770935,-0.02208695188164711,0.3791504502296448,0.5755250453948975,-0.026551540940999985,0.4001234173774719,0.5861806869506836,-0.02577437087893486,0.4169507324695587,0.5931171178817749,-0.02501882240176201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.2565712630748749,0.5782392024993896,-1.5579249179609178e-07,0.26580825448036194,0.5049319863319397,-0.0027561269234865904,0.28202760219573975,0.44541361927986145,-0.008195873349905014,0.2993343770503998,0.39665549993515015,-0.01398406457155943,0.3102814257144928,0.3548177480697632,-0.017737871035933495,0.32780155539512634,0.44230926036834717,-0.00592987984418869,0.3558434247970581,0.4689444303512573,-0.00909365527331829,0.34905385971069336,0.4907253086566925,-0.010049442760646343,0.33710771799087524,0.4990653693675995,-0.010830210521817207,0.33841392397880554,0.4778558313846588,-0.009592019952833652,0.3610793948173523,0.5048075318336487,-0.011572620831429958,0.3506702184677124,0.5221485495567322,-0.012896508909761906,0.33806663751602173,0.5269646048545837,-0.01521098893135786,0.3434082865715027,0.5213180184364319,-0.013210225850343704,0.3658975660800934,0.5417078137397766,-0.018441561609506607,0.35467997193336487,0.5544288158416748,-0.01698773354291916,0.34216880798339844,0.5561602711677551,-0.016140975058078766,0.3440468907356262,0.5697054862976074,-0.01662842184305191,0.37989047169685364,0.5743354558944702,-0.022460240870714188,0.40210995078086853,0.5852078199386597,-0.02162678726017475,0.42059752345085144,0.5929925441741943,-0.020128965377807617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.25601786375045776,0.5761944055557251,-1.519979662134574e-07,0.26618626713752747,0.5039691925048828,-0.002758412854745984,0.2832517921924591,0.4449729323387146,-0.008372722193598747,0.30042755603790283,0.39706718921661377,-0.014278974384069443,0.31146523356437683,0.35557669401168823,-0.01797391287982464,0.3272988498210907,0.44270217418670654,-0.006431013811379671,0.35532042384147644,0.4728735685348511,-0.010054631158709526,0.3467766344547272,0.49430719017982483,-0.011140188202261925,0.33309024572372437,0.501190185546875,-0.011951513588428497,0.3374573886394501,0.4791904389858246,-0.010133100673556328,0.3607451617717743,0.5079762935638428,-0.01272669993340969,0.35003846883773804,0.5248386263847351,-0.013909782283008099,0.33676066994667053,0.5290569067001343,-0.015982499346137047,0.3422400653362274,0.5228626132011414,-0.013805998489260674,0.36589205265045166,0.5441747903823853,-0.019126128405332565,0.3551650047302246,0.5569289922714233,-0.017216555774211884,0.3425636291503906,0.5589661002159119,-0.01598830707371235,0.3429228663444519,0.5700881481170654,-0.017312083393335342,0.3789908289909363,0.5765734910964966,-0.02305932529270649,0.4013073146343231,0.5871022343635559,-0.02219032496213913,0.4199221134185791,0.5941905975341797,-0.020694630220532417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.25599199533462524,0.5758647918701172,-1.616138973759007e-07,0.26600396633148193,0.5043534636497498,-0.0030190907418727875,0.2830996811389923,0.44483163952827454,-0.008970072492957115,0.300173819065094,0.3967363238334656,-0.015155494213104248,0.31119003891944885,0.3551870286464691,-0.019108111038804054,0.3273639380931854,0.4417969584465027,-0.007711863610893488,0.356190949678421,0.47546330094337463,-0.011668880470097065,0.3467228412628174,0.49784958362579346,-0.01283787377178669,0.33212900161743164,0.5042825937271118,-0.01360093243420124,0.3373991549015045,0.47802305221557617,-0.011335300281643867,0.36024731397628784,0.5117727518081665,-0.01358804851770401,0.34835195541381836,0.5291233658790588,-0.014401666820049286,0.33477383852005005,0.5318589210510254,-0.01646280288696289,0.3420722782611847,0.522009015083313,-0.014900485053658485,0.36501848697662354,0.5475373268127441,-0.019948450848460197,0.35262617468833923,0.5605688691139221,-0.017471523955464363,0.33926162123680115,0.5611920952796936,-0.01599850505590439,0.3429827392101288,0.5698509216308594,-0.018346291035413742,0.3793678879737854,0.5765263438224792,-0.023725472390651703,0.4017122685909271,0.5870206356048584,-0.022271042689681053,0.42050787806510925,0.5936486124992371,-0.02043924666941166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.25776034593582153,0.5764986276626587,-1.5377283091311256e-07,0.2673341631889343,0.5046602487564087,-0.003876633010804653,0.28391945362091064,0.44598719477653503,-0.010171981528401375,0.30124688148498535,0.39876991510391235,-0.016691815108060837,0.3129352331161499,0.35722488164901733,-0.020988455042243004,0.32823416590690613,0.44479987025260925,-0.007512095384299755,0.3565821647644043,0.47709423303604126,-0.012326770462095737,0.3473917543888092,0.4988957345485687,-0.014301765710115433,0.3333311080932617,0.5052006840705872,-0.01547649223357439,0.33805984258651733,0.48134326934814453,-0.010898821987211704,0.3612053394317627,0.5134401321411133,-0.014231713488698006,0.34978142380714417,0.5301192998886108,-0.015761971473693848,0.3364301025867462,0.5332456231117249,-0.0180361308157444,0.342664897441864,0.5246018171310425,-0.014449055306613445,0.3662424683570862,0.5494580268859863,-0.02039877511560917,0.35486629605293274,0.5619208812713623,-0.01858963817358017,0.3421839475631714,0.56290602684021,-0.01730647124350071,0.34344443678855896,0.5714274048805237,-0.01796543039381504,0.3789044916629791,0.5788118243217468,-0.023783469572663307,0.40088653564453125,0.5897322297096252,-0.022787408903241158,0.4194800853729248,0.5972681045532227,-0.02117573656141758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.2587467432022095,0.5758984088897705,-1.518452279469784e-07,0.2682366967201233,0.5043280720710754,-0.00363992340862751,0.28513646125793457,0.44586941599845886,-0.00977309700101614,0.30223873257637024,0.39880794286727905,-0.016032379120588303,0.3136237859725952,0.3578004240989685,-0.01996404118835926,0.32849425077438354,0.4438222348690033,-0.00819027703255415,0.3567410111427307,0.475324809551239,-0.012408307753503323,0.3471410572528839,0.49688097834587097,-0.013604918494820595,0.33265379071235657,0.5028955340385437,-0.01437782309949398,0.3384360671043396,0.47993889451026917,-0.011456876993179321,0.3609340190887451,0.5108959674835205,-0.014156827703118324,0.3490165174007416,0.5272560119628906,-0.014897077344357967,0.33536216616630554,0.5299859642982483,-0.01680959388613701,0.3430822491645813,0.5232352018356323,-0.014775377698242664,0.36549699306488037,0.5468454957008362,-0.020348869264125824,0.3532334268093109,0.5590671896934509,-0.01806003600358963,0.34002813696861267,0.5598836541175842,-0.0166194848716259,0.344078928232193,0.5702991485595703,-0.018005408346652985,0.3792375326156616,0.5787500739097595,-0.02388317696750164,0.4009029269218445,0.5900505781173706,-0.022922147065401077,0.41932475566864014,0.5973316431045532,-0.021412312984466553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.258187472820282,0.5751241445541382,-1.5747257009479654e-07,0.2686091959476471,0.5039626955986023,-0.002944917418062687,0.2856909930706024,0.44569826126098633,-0.008640051819384098,0.30278098583221436,0.3989310562610626,-0.014563174918293953,0.3140069246292114,0.3583049774169922,-0.018207905814051628,0.3287311792373657,0.44335031509399414,-0.007324839010834694,0.35621026158332825,0.4741806089878082,-0.011114013381302357,0.3470577597618103,0.4953048527240753,-0.012148329056799412,0.3328406810760498,0.5013056993484497,-0.012917635962367058,0.3386656641960144,0.4791942834854126,-0.010949021205306053,0.3605707287788391,0.5094309449195862,-0.0134354867041111,0.3489304780960083,0.5257409811019897,-0.014411495067179203,0.3352481424808502,0.5282959938049316,-0.01652836985886097,0.343345582485199,0.5225310921669006,-0.014524214901030064,0.36502647399902344,0.5454944968223572,-0.020022908225655556,0.3528856635093689,0.5576051473617554,-0.018020426854491234,0.3396221101284027,0.5580523014068604,-0.016820592805743217,0.34429818391799927,0.5699504613876343,-0.017945362254977226,0.3798389136791229,0.5783283710479736,-0.023888899013400078,0.4016939699649811,0.5899784564971924,-0.02299363724887371,0.42002665996551514,0.5974869728088379,-0.02153952606022358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.25892823934555054,0.5750070810317993,-1.4595050856769376e-07,0.2690516412258148,0.5035921335220337,-0.0031773510854691267,0.2860126495361328,0.4460318684577942,-0.009083178825676441,0.30334722995758057,0.3998209238052368,-0.015230081044137478,0.3149797320365906,0.359367311000824,-0.019015710800886154,0.3290712237358093,0.44335106015205383,-0.007059641648083925,0.35742783546447754,0.4749637842178345,-0.011072048917412758,0.34801948070526123,0.4965113699436188,-0.01214696280658245,0.3336305618286133,0.5022432208061218,-0.012898072600364685,0.33904391527175903,0.4794507622718811,-0.010631627403199673,0.3626149594783783,0.5102360248565674,-0.013458984903991222,0.3511360287666321,0.5269414782524109,-0.014239544048905373,0.3376888334751129,0.5299078226089478,-0.016037043184041977,0.34381040930747986,0.5226899981498718,-0.014278906397521496,0.36790525913238525,0.5460376739501953,-0.019814347848296165,0.35629722476005554,0.5586943030357361,-0.017455244436860085,0.34341248869895935,0.5598045587539673,-0.015912402421236038,0.3446542024612427,0.5697439908981323,-0.0178372859954834,0.3798954486846924,0.578559398651123,-0.02385665476322174,0.40134164690971375,0.5904684066772461,-0.02297118492424488,0.41965818405151367,0.5980031490325928,-0.021444046869874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.2596062123775482,0.5736452341079712,-1.4999358199929702e-07,0.2698344588279724,0.5030276775360107,-0.003121275221928954,0.2867929935455322,0.4453878700733185,-0.008809061720967293,0.3041144907474518,0.3993777930736542,-0.014648357406258583,0.31539368629455566,0.35914182662963867,-0.018177414312958717,0.3298541307449341,0.4433596134185791,-0.007269378285855055,0.35735785961151123,0.47431421279907227,-0.011023676954209805,0.3478478491306305,0.4951441287994385,-0.011993621475994587,0.3336762487888336,0.5005849003791809,-0.012771190144121647,0.33964112401008606,0.4796156585216522,-0.010723486542701721,0.36246466636657715,0.5092369914054871,-0.013376783579587936,0.3507049083709717,0.5254517197608948,-0.014118355698883533,0.33712631464004517,0.5282890796661377,-0.015981629490852356,0.3441653549671173,0.5229049921035767,-0.014191707596182823,0.3672288656234741,0.5450531244277954,-0.01976463943719864,0.35533803701400757,0.5572178363800049,-0.017493896186351776,0.3422113060951233,0.5582594275474548,-0.01604423113167286,0.34471628069877625,0.5700574517250061,-0.017527569085359573,0.3803017735481262,0.5785660743713379,-0.02374308742582798,0.4019049108028412,0.5904812216758728,-0.023028939962387085,0.42016246914863586,0.5981417894363403,-0.021649295464158058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
0.25820404291152954,0.5752127766609192,-1.6609746467111108e-07,0.2691328823566437,0.5044800639152527,-0.0019014263525605202,0.2868078947067261,0.44630393385887146,-0.0072237360291182995,0.3044137954711914,0.3998488187789917,-0.0128819290548563,0.3159947991371155,0.3592846989631653,-0.016266582533717155,0.3304150104522705,0.4435468018054962,-0.0067663732916116714,0.3584013283252716,0.47624489665031433,-0.009874997660517693,0.34749799966812134,0.49702972173690796,-0.010659292340278625,0.33256664872169495,0.5013805031776428,-0.011514167301356792,0.34004008769989014,0.47958338260650635,-0.010830550454556942,0.36298346519470215,0.5113411545753479,-0.012376711703836918,0.35032111406326294,0.527330756187439,-0.01271121110767126,0.3361857831478119,0.5293758511543274,-0.014654134400188923,0.34419989585876465,0.5231835246086121,-0.014731740579009056,0.36711904406547546,0.5474953651428223,-0.019043905660510063,0.3543323278427124,0.5592670440673828,-0.01627950929105282,0.3405835032463074,0.5591654181480408,-0.014990626834332943,0.34447532892227173,0.5708119869232178,-0.01846294291317463,0.3803555369377136,0.5794617533683777,-0.02395382896065712,0.40210044384002686,0.5922537446022034,-0.022918909788131714,0.4205169677734375,0.6010110378265381,-0.02153054252266884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Call
